timestamp,open,high,low,close,volume
2023-09-08,108.3100,108.9000,107.4000,108.1000,614480
2023-09-07,108.1800,108.6200,107.2600,108.0300,893634
2023-09-06,109.2600,111.4800,107.8200,108.4700,1301071
2023-09-05,114.5100,114.9450,111.0800,111.1400,681384
2023-09-01,114.5800,115.6800,114.3900,114.7500,528038
2023-08-31,114.0300,115.1100,113.3700,113.8100,1014054
2023-08-30,112.7600,114.7600,112.7600,113.5700,776106
2023-08-29,110.7200,113.1700,110.7200,112.7600,716628
2023-08-28,110.4700,111.6100,110.2100,110.8100,575118
2023-08-25,109.3300,110.1900,108.3300,109.8400,769355
2023-08-24,109.6700,110.8800,108.3500,108.3800,712616
2023-08-23,108.3700,111.1950,108.3700,110.4300,943517
2023-08-22,107.7500,108.4400,107.4575,107.7900,671429
2023-08-21,107.6000,108.0900,106.0900,107.4400,784675
2023-08-18,105.5400,107.8700,105.1100,107.6300,907034
2023-08-17,107.6500,108.6250,105.5000,105.8700,870742
2023-08-16,109.5600,110.6600,107.6800,107.7700,739089
2023-08-15,111.4100,111.9750,108.7400,109.2500,906043
2023-08-14,111.5700,112.4300,110.6850,112.3200,698310
2023-08-11,111.0200,113.0800,111.0100,111.4100,700912
2023-08-10,111.1000,111.7700,109.9300,111.2800,772013
2023-08-09,111.3500,111.9800,110.4400,110.9100,762408
2023-08-08,111.7900,112.0750,110.5450,111.8100,710834
2023-08-07,112.0400,113.2600,111.8500,113.2200,602042
