timestamp,open,high,low,close,volume
2023-09-11,219.4900,220.4300,217.4953,218.7400,838785
2023-09-08,220.5600,221.9150,217.8600,219.1900,1002278
2023-09-07,221.1400,221.6200,218.1800,221.0100,1288221
2023-09-06,219.0800,222.6900,218.1500,222.2000,1709732
2023-09-05,218.0900,220.7900,216.5900,219.4600,1189803
2023-09-01,224.0700,224.1300,218.4500,220.0200,1160668
2023-08-31,221.7400,224.2600,220.8900,221.9400,1729194
2023-08-30,219.4000,223.4500,218.4800,221.5500,1331254
2023-08-29,217.0000,219.5700,215.7000,219.4000,1151892
2023-08-28,217.2300,218.4100,216.0800,217.0900,1098101
2023-08-25,209.8500,216.7950,209.4900,215.9200,1933948
2023-08-24,215.5000,216.7500,208.1350,208.6000,2648308
2023-08-23,202.2500,205.8100,201.9700,204.3600,1697452
2023-08-22,202.3400,202.8050,200.0000,200.5800,1041486
2023-08-21,200.4000,202.9200,199.7400,202.0200,951292
2023-08-18,196.5000,200.5250,195.2850,199.6800,975740
2023-08-17,203.9600,204.1000,198.4600,198.7000,1526134
2023-08-16,208.8400,210.0400,203.5700,203.6500,1517334
2023-08-15,209.9100,211.7900,208.8100,209.5300,1289758
2023-08-14,206.8900,211.9300,206.8900,211.4800,1096438
2023-08-11,205.7500,209.0000,205.6000,207.9600,1167942
2023-08-10,208.3300,210.8600,206.0900,208.0600,1660341
2023-08-09,203.7000,206.7200,203.2500,204.7700,1949501
2023-08-08,200.9000,203.9600,198.8600,203.2300,1227041
2023-08-07,202.5200,204.3200,201.5400,203.7150,849294
